chr,position,score,mac,maf,gve
4,2531997,2.7221215,24,0.13559322,N/A
4,5624833,2.7221215,24,0.13559322,N/A
4,5631277,2.7221215,24,0.13559322,N/A
4,7515391,2.7221215,24,0.13559322,N/A
4,8771576,2.7221215,24,0.13559322,N/A
4,9381638,2.7221215,24,0.13559322,N/A
5,48005,2.7221215,24,0.13559322,N/A
5,5810404,2.7221215,24,0.13559322,N/A
5,14680017,2.7221215,24,0.13559322,N/A
5,23871384,2.7221215,24,0.13559322,N/A
5,23871408,2.7221215,24,0.13559322,N/A
5,23871440,2.7221215,24,0.13559322,N/A
5,25818571,2.7221215,24,0.13559322,N/A
5,26907724,2.7221215,24,0.13559322,N/A
5,4693822,2.7180839,69,0.3898305,N/A
2,10533534,2.7084818,34,0.19209039,N/A
1,6810633,2.7037263,86,0.4858757,N/A
1,12503770,2.7037263,86,0.4858757,N/A
1,12505087,2.7037263,86,0.4858757,N/A
2,7414846,2.7037263,86,0.4858757,N/A
3,2490654,2.7037263,86,0.4858757,N/A
4,13160117,2.7037263,86,0.4858757,N/A
5,5614381,2.7037263,86,0.4858757,N/A
3,15795717,2.6985722,42,0.23728813,N/A
3,15814944,2.6985722,42,0.23728813,N/A
3,18750082,2.6985722,42,0.23728813,N/A
1,26446923,2.6965451,61,0.34463277,N/A
2,10704314,2.6965451,61,0.34463277,N/A
3,5083427,2.6965451,61,0.34463277,N/A
3,7729933,2.6965451,61,0.34463277,N/A
4,12968940,2.6965451,61,0.34463277,N/A
5,3478430,2.6965451,61,0.34463277,N/A
5,5833889,2.6965451,61,0.34463277,N/A
5,25458714,2.6965451,61,0.34463277,N/A
1,4385261,2.6934495,52,0.2937853,N/A
1,12973884,2.6934495,52,0.2937853,N/A
2,2365161,2.6934495,52,0.2937853,N/A
2,8091597,2.6934495,52,0.2937853,N/A
2,13517139,2.6934495,52,0.2937853,N/A
3,10280074,2.6934495,52,0.2937853,N/A
3,11308970,2.6934495,52,0.2937853,N/A
3,16652400,2.6934495,52,0.2937853,N/A
4,6716890,2.6934495,52,0.2937853,N/A
4,17222834,2.6934495,52,0.2937853,N/A
5,9202902,2.6934495,52,0.2937853,N/A
5,24673383,2.6934495,52,0.2937853,N/A
5,25065545,2.6934495,52,0.2937853,N/A
2,2342340,2.682648,56,0.31638417,N/A
2,2911118,2.682648,56,0.31638417,N/A
3,637754,2.682648,56,0.31638417,N/A
3,637974,2.682648,56,0.31638417,N/A
3,640000,2.682648,56,0.31638417,N/A
3,7775944,2.682648,56,0.31638417,N/A
3,14772360,2.682648,56,0.31638417,N/A
4,6750735,2.682648,56,0.31638417,N/A
4,12172873,2.682648,56,0.31638417,N/A
5,25518762,2.682648,56,0.31638417,N/A
1,10177373,2.6682346,49,0.27683616,N/A
1,11860094,2.6682346,49,0.27683616,N/A
2,14610392,2.6682346,49,0.27683616,N/A
2,14610407,2.6682346,49,0.27683616,N/A
4,10460553,2.6682346,49,0.27683616,N/A
4,13270476,2.6682346,49,0.27683616,N/A
5,13672841,2.6682346,49,0.27683616,N/A
5,25513597,2.6682346,49,0.27683616,N/A
1,8396720,2.6656559,86,0.4858757,N/A
1,22341984,2.6656559,86,0.4858757,N/A
1,24195084,2.6656559,86,0.4858757,N/A
1,27853564,2.6656559,86,0.4858757,N/A
2,13389675,2.6656559,86,0.4858757,N/A
3,2877418,2.6656559,86,0.4858757,N/A
3,10149212,2.6656559,86,0.4858757,N/A
3,12320212,2.6656559,86,0.4858757,N/A
5,16106498,2.6656559,86,0.4858757,N/A
5,16607376,2.6656559,86,0.4858757,N/A
5,18143801,2.6656559,86,0.4858757,N/A
5,18600785,2.6656559,86,0.4858757,N/A
1,2682268,2.6610143,6,0.033898305,N/A
1,2687526,2.6610143,6,0.033898305,N/A
1,2697503,2.6610143,6,0.033898305,N/A
1,3889203,2.6610143,6,0.033898305,N/A
1,5778388,2.6610143,6,0.033898305,N/A
1,5779265,2.6610143,6,0.033898305,N/A
1,5792665,2.6610143,6,0.033898305,N/A
1,5880738,2.6610143,6,0.033898305,N/A
1,5882983,2.6610143,6,0.033898305,N/A
1,8188494,2.6610143,6,0.033898305,N/A
1,8190651,2.6610143,6,0.033898305,N/A
1,8733735,2.6610143,6,0.033898305,N/A
1,8846278,2.6610143,6,0.033898305,N/A
1,9234315,2.6610143,6,0.033898305,N/A
1,11546697,2.6610143,6,0.033898305,N/A
1,11741875,2.6610143,6,0.033898305,N/A
1,16643949,2.6610143,6,0.033898305,N/A
1,20035944,2.6610143,6,0.033898305,N/A
1,21643012,2.6610143,6,0.033898305,N/A
1,22224012,2.6610143,6,0.033898305,N/A
1,23766964,2.6610143,6,0.033898305,N/A
1,23768453,2.6610143,6,0.033898305,N/A
1,27458647,2.6610143,6,0.033898305,N/A
1,27461364,2.6610143,6,0.033898305,N/A
1,29393364,2.6610143,6,0.033898305,N/A
1,29393730,2.6610143,6,0.033898305,N/A
2,949408,2.6610143,6,0.033898305,N/A
2,1721319,2.6610143,6,0.033898305,N/A
2,2030768,2.6610143,6,0.033898305,N/A
2,2037816,2.6610143,6,0.033898305,N/A
2,2080813,2.6610143,6,0.033898305,N/A
3,1338058,2.6610143,6,0.033898305,N/A
3,1501999,2.6610143,6,0.033898305,N/A
3,1505374,2.6610143,6,0.033898305,N/A
3,3953620,2.6610143,6,0.033898305,N/A
3,5723100,2.6610143,6,0.033898305,N/A
3,5728259,2.6610143,6,0.033898305,N/A
3,6253578,2.6610143,6,0.033898305,N/A
3,7069527,2.6610143,6,0.033898305,N/A
3,12510409,2.6610143,6,0.033898305,N/A
3,14872408,2.6610143,6,0.033898305,N/A
3,16744846,2.6610143,6,0.033898305,N/A
3,22399045,2.6610143,6,0.033898305,N/A
3,23208041,2.6610143,6,0.033898305,N/A
3,23208279,2.6610143,6,0.033898305,N/A
3,23357160,2.6610143,6,0.033898305,N/A
4,2421707,2.6610143,6,0.033898305,N/A
4,2435958,2.6610143,6,0.033898305,N/A
4,3305007,2.6610143,6,0.033898305,N/A
4,3668286,2.6610143,6,0.033898305,N/A
4,3712111,2.6610143,6,0.033898305,N/A
4,3772082,2.6610143,6,0.033898305,N/A
4,3776082,2.6610143,6,0.033898305,N/A
4,4082409,2.6610143,6,0.033898305,N/A
4,9810936,2.6610143,6,0.033898305,N/A
4,11005059,2.6610143,6,0.033898305,N/A
4,12505088,2.6610143,6,0.033898305,N/A
4,12515441,2.6610143,6,0.033898305,N/A
4,12516298,2.6610143,6,0.033898305,N/A
4,13459922,2.6610143,6,0.033898305,N/A
4,13477249,2.6610143,6,0.033898305,N/A
4,13483356,2.6610143,6,0.033898305,N/A
4,17310392,2.6610143,6,0.033898305,N/A
5,1012179,2.6610143,6,0.033898305,N/A
5,4540731,2.6610143,6,0.033898305,N/A
5,7573218,2.6610143,6,0.033898305,N/A
5,18166978,2.6610143,6,0.033898305,N/A
5,24767396,2.6610143,6,0.033898305,N/A
5,25668024,2.6610143,6,0.033898305,N/A
5,26775126,2.6610143,6,0.033898305,N/A
2,943922,2.6584258,66,0.37288135,N/A
2,13193100,2.6584258,66,0.37288135,N/A
2,13524147,2.6584258,66,0.37288135,N/A
3,12267062,2.6584258,66,0.37288135,N/A
3,12367628,2.6584258,66,0.37288135,N/A
5,1602106,2.6584258,66,0.37288135,N/A
1,285111,2.6560085,80,0.4519774,N/A
1,3126936,2.6560085,80,0.4519774,N/A
1,9105094,2.6560085,80,0.4519774,N/A
2,7284313,2.6560085,80,0.4519774,N/A
3,2490150,2.6560085,80,0.4519774,N/A
5,14143005,2.6560085,80,0.4519774,N/A
5,14705809,2.6560085,80,0.4519774,N/A
1,8404954,2.6436908,48,0.27118644,N/A
1,13448994,2.6436908,48,0.27118644,N/A
1,22322376,2.6436908,48,0.27118644,N/A
1,22565468,2.6436908,48,0.27118644,N/A
1,29809460,2.6436908,48,0.27118644,N/A
2,17873237,2.6436908,48,0.27118644,N/A
3,752437,2.6436908,48,0.27118644,N/A
3,4992871,2.6436908,48,0.27118644,N/A
3,7727763,2.6436908,48,0.27118644,N/A
3,10181941,2.6436908,48,0.27118644,N/A
3,12260134,2.6436908,48,0.27118644,N/A
3,16897138,2.6436908,48,0.27118644,N/A
3,18242156,2.6436908,48,0.27118644,N/A
3,19581319,2.6436908,48,0.27118644,N/A
5,7693326,2.6436908,48,0.27118644,N/A
5,14235721,2.6436908,48,0.27118644,N/A
5,18875477,2.6436908,48,0.27118644,N/A
5,23806844,2.6436908,48,0.27118644,N/A
5,24459079,2.6436908,48,0.27118644,N/A
1,12495825,2.641962,81,0.45762712,N/A
1,29383474,2.641962,81,0.45762712,N/A
2,10744960,2.641962,81,0.45762712,N/A
3,1557787,2.641962,81,0.45762712,N/A
1,12492637,2.639751,62,0.3502825,N/A
1,13444564,2.639751,62,0.3502825,N/A
1,28036608,2.639751,62,0.3502825,N/A
1,28037127,2.639751,62,0.3502825,N/A
1,28040280,2.639751,62,0.3502825,N/A
3,8807784,2.639751,62,0.3502825,N/A
3,10244853,2.639751,62,0.3502825,N/A
4,9576618,2.639751,62,0.3502825,N/A
5,8588038,2.639751,62,0.3502825,N/A
5,14047092,2.639751,62,0.3502825,N/A
5,19870368,2.639751,62,0.3502825,N/A
1,12973419,2.637653,71,0.40112993,N/A
1,17379237,2.637653,71,0.40112993,N/A
1,20177188,2.637653,71,0.40112993,N/A
2,4950615,2.637653,71,0.40112993,N/A
3,5474585,2.637653,71,0.40112993,N/A
3,18624507,2.637653,71,0.40112993,N/A
3,22367229,2.637653,71,0.40112993,N/A
4,971395,2.637653,71,0.40112993,N/A
4,4854994,2.637653,71,0.40112993,N/A
1,10246161,2.6376417,28,0.15819208,N/A
1,12490104,2.6376417,28,0.15819208,N/A
1,18107868,2.6376417,28,0.15819208,N/A
1,22963388,2.6376417,28,0.15819208,N/A
1,27202618,2.6376417,28,0.15819208,N/A
2,1552027,2.6376417,28,0.15819208,N/A
2,4888149,2.6376417,28,0.15819208,N/A
2,8142602,2.6376417,28,0.15819208,N/A
2,11618716,2.6376417,28,0.15819208,N/A
2,15292678,2.6376417,28,0.15819208,N/A
2,16417435,2.6376417,28,0.15819208,N/A
2,18878836,2.6376417,28,0.15819208,N/A
3,1089576,2.6376417,28,0.15819208,N/A
3,2875250,2.6376417,28,0.15819208,N/A
3,3769905,2.6376417,28,0.15819208,N/A
3,8552140,2.6376417,28,0.15819208,N/A
3,8554460,2.6376417,28,0.15819208,N/A
3,9128315,2.6376417,28,0.15819208,N/A
3,9128872,2.6376417,28,0.15819208,N/A
3,9129013,2.6376417,28,0.15819208,N/A
3,9129084,2.6376417,28,0.15819208,N/A
3,9129195,2.6376417,28,0.15819208,N/A
3,9129330,2.6376417,28,0.15819208,N/A
3,9129664,2.6376417,28,0.15819208,N/A
3,12282844,2.6376417,28,0.15819208,N/A
3,12317092,2.6376417,28,0.15819208,N/A
3,12334984,2.6376417,28,0.15819208,N/A
3,16822816,2.6376417,28,0.15819208,N/A
3,17663137,2.6376417,28,0.15819208,N/A
3,21859133,2.6376417,28,0.15819208,N/A
4,5771865,2.6376417,28,0.15819208,N/A
4,6711255,2.6376417,28,0.15819208,N/A
4,12846783,2.6376417,28,0.15819208,N/A
4,13132157,2.6376417,28,0.15819208,N/A
4,17805486,2.6376417,28,0.15819208,N/A
4,18030518,2.6376417,28,0.15819208,N/A
5,7729889,2.6376417,28,0.15819208,N/A
5,7734047,2.6376417,28,0.15819208,N/A
5,18062236,2.6376417,28,0.15819208,N/A
5,18507543,2.6376417,28,0.15819208,N/A
5,21022180,2.6376417,28,0.15819208,N/A
5,24392474,2.6376417,28,0.15819208,N/A
1,4413144,2.632497,76,0.42937854,N/A
1,12492807,2.632497,76,0.42937854,N/A
3,6076127,2.632497,76,0.42937854,N/A
3,12269675,2.632497,76,0.42937854,N/A
3,21795633,2.632497,76,0.42937854,N/A
5,7565802,2.632497,76,0.42937854,N/A
5,18043360,2.632497,76,0.42937854,N/A
5,18043715,2.632497,76,0.42937854,N/A
5,18746905,2.632497,76,0.42937854,N/A
1,277613,2.6289458,74,0.4180791,N/A
1,13744257,2.6289458,74,0.4180791,N/A
3,2223831,2.6289458,74,0.4180791,N/A
3,19538561,2.6289458,74,0.4180791,N/A
5,14009668,2.6289458,74,0.4180791,N/A
5,14221295,2.6289458,74,0.4180791,N/A
1,684357,2.6263707,33,0.18644068,N/A
1,684772,2.6263707,33,0.18644068,N/A
3,3777950,2.6263707,33,0.18644068,N/A
3,7345855,2.6263707,33,0.18644068,N/A
3,7345883,2.6263707,33,0.18644068,N/A
4,850385,2.6263707,33,0.18644068,N/A
5,287130,2.6263707,33,0.18644068,N/A
1,7034043,2.6229618,68,0.38418078,N/A
1,7326965,2.6229618,68,0.38418078,N/A
1,22679797,2.6229618,68,0.38418078,N/A
1,139991,2.6212559,57,0.3220339,N/A
1,140005,2.6212559,57,0.3220339,N/A
1,775705,2.6212559,57,0.3220339,N/A
3,18504188,2.6212559,57,0.3220339,N/A
5,1603148,2.6212559,57,0.3220339,N/A
5,14201045,2.6212559,57,0.3220339,N/A
5,14954226,2.6212559,57,0.3220339,N/A
5,18521559,2.6212559,57,0.3220339,N/A
1,9820689,2.6128442,41,0.23163842,N/A
2,18821303,2.6128442,41,0.23163842,N/A
3,6079343,2.6128442,41,0.23163842,N/A
3,8604790,2.6128442,41,0.23163842,N/A
5,2379538,2.6128442,41,0.23163842,N/A
5,2379603,2.6128442,41,0.23163842,N/A
1,594718,2.6065044,44,0.24858756,N/A
1,870310,2.6065044,44,0.24858756,N/A
1,885184,2.6065044,44,0.24858756,N/A
1,4386667,2.6065044,44,0.24858756,N/A
1,4386715,2.6065044,44,0.24858756,N/A
1,7987127,2.6065044,44,0.24858756,N/A
1,11454988,2.6065044,44,0.24858756,N/A
1,13694733,2.6065044,44,0.24858756,N/A
1,17445253,2.6065044,44,0.24858756,N/A
2,4968676,2.6065044,44,0.24858756,N/A
2,7205641,2.6065044,44,0.24858756,N/A
3,749952,2.6065044,44,0.24858756,N/A
3,18819614,2.6065044,44,0.24858756,N/A
3,23242982,2.6065044,44,0.24858756,N/A
5,818584,2.6065044,44,0.24858756,N/A
5,2106320,2.6065044,44,0.24858756,N/A
1,87060,2.6060748,21,0.118644066,N/A
1,3753830,2.6060748,21,0.118644066,N/A
1,4828528,2.6060748,21,0.118644066,N/A
1,7484822,2.6060748,21,0.118644066,N/A
1,11810602,2.6060748,21,0.118644066,N/A
1,23010912,2.6060748,21,0.118644066,N/A
1,23568588,2.6060748,21,0.118644066,N/A
1,24683092,2.6060748,21,0.118644066,N/A
1,25488214,2.6060748,21,0.118644066,N/A
2,6890818,2.6060748,21,0.118644066,N/A
2,10957908,2.6060748,21,0.118644066,N/A
2,18694091,2.6060748,21,0.118644066,N/A
3,5342746,2.6060748,21,0.118644066,N/A
3,7112953,2.6060748,21,0.118644066,N/A
3,8496622,2.6060748,21,0.118644066,N/A
3,8499043,2.6060748,21,0.118644066,N/A
3,9145638,2.6060748,21,0.118644066,N/A
3,9145701,2.6060748,21,0.118644066,N/A
3,15967232,2.6060748,21,0.118644066,N/A
3,18363769,2.6060748,21,0.118644066,N/A
3,18383181,2.6060748,21,0.118644066,N/A
3,18459529,2.6060748,21,0.118644066,N/A
3,18706605,2.6060748,21,0.118644066,N/A
3,19167530,2.6060748,21,0.118644066,N/A
4,3810365,2.6060748,21,0.118644066,N/A
4,3853299,2.6060748,21,0.118644066,N/A
4,6445357,2.6060748,21,0.118644066,N/A
4,13600457,2.6060748,21,0.118644066,N/A
4,16898618,2.6060748,21,0.118644066,N/A
4,16899836,2.6060748,21,0.118644066,N/A
5,2107103,2.6060748,21,0.118644066,N/A
5,3373373,2.6060748,21,0.118644066,N/A
5,4722880,2.6060748,21,0.118644066,N/A
5,4727209,2.6060748,21,0.118644066,N/A
5,5210918,2.6060748,21,0.118644066,N/A
5,5817026,2.6060748,21,0.118644066,N/A
5,5875607,2.6060748,21,0.118644066,N/A
5,6423299,2.6060748,21,0.118644066,N/A
5,6590926,2.6060748,21,0.118644066,N/A
5,7738070,2.6060748,21,0.118644066,N/A
5,14206831,2.6060748,21,0.118644066,N/A
5,22947401,2.6060748,21,0.118644066,N/A
5,24955147,2.6060748,21,0.118644066,N/A
1,4967126,2.6013587,85,0.48022598,N/A
1,17411762,2.6013587,85,0.48022598,N/A
1,18515402,2.6013587,85,0.48022598,N/A
1,26355308,2.6013587,85,0.48022598,N/A
2,1052931,2.6013587,85,0.48022598,N/A
2,17860724,2.6013587,85,0.48022598,N/A
3,9156792,2.6013587,85,0.48022598,N/A
4,11582014,2.6013587,85,0.48022598,N/A
4,14659695,2.6013587,85,0.48022598,N/A
4,14660567,2.6013587,85,0.48022598,N/A
4,14662940,2.6013587,85,0.48022598,N/A
1,7302002,2.5935147,32,0.18079096,N/A
1,7303013,2.5935147,32,0.18079096,N/A
1,7683202,2.5935147,32,0.18079096,N/A
1,8426708,2.5935147,32,0.18079096,N/A
1,11463727,2.5935147,32,0.18079096,N/A
1,13467757,2.5935147,32,0.18079096,N/A
1,13491410,2.5935147,32,0.18079096,N/A
1,13491429,2.5935147,32,0.18079096,N/A
1,13491942,2.5935147,32,0.18079096,N/A
1,13492083,2.5935147,32,0.18079096,N/A
1,13892458,2.5935147,32,0.18079096,N/A
2,5673016,2.5935147,32,0.18079096,N/A
2,7820611,2.5935147,32,0.18079096,N/A
2,8082029,2.5935147,32,0.18079096,N/A
2,8084567,2.5935147,32,0.18079096,N/A
2,8613023,2.5935147,32,0.18079096,N/A
2,8614591,2.5935147,32,0.18079096,N/A
3,1093383,2.5935147,32,0.18079096,N/A
3,2116887,2.5935147,32,0.18079096,N/A
3,7667049,2.5935147,32,0.18079096,N/A
3,9906359,2.5935147,32,0.18079096,N/A
4,2497400,2.5935147,32,0.18079096,N/A
4,6434121,2.5935147,32,0.18079096,N/A
4,15329133,2.5935147,32,0.18079096,N/A
5,3398246,2.5935147,32,0.18079096,N/A
5,7231084,2.5935147,32,0.18079096,N/A
5,16549001,2.5935147,32,0.18079096,N/A
5,16549563,2.5935147,32,0.18079096,N/A
5,25021138,2.5935147,32,0.18079096,N/A
2,1032412,2.592435,55,0.31073445,N/A
2,18891725,2.592435,55,0.31073445,N/A
3,650206,2.592435,55,0.31073445,N/A
4,5986767,2.592435,55,0.31073445,N/A
5,8585508,2.592435,55,0.31073445,N/A
1,1095491,2.5836403,40,0.2259887,N/A
1,11650022,2.5836403,40,0.2259887,N/A
1,18117416,2.5836403,40,0.2259887,N/A
2,1528339,2.5836403,40,0.2259887,N/A
2,10747840,2.5836403,40,0.2259887,N/A
3,1111163,2.5836403,40,0.2259887,N/A
4,2509093,2.5836403,40,0.2259887,N/A
4,2510735,2.5836403,40,0.2259887,N/A
5,7716825,2.5836403,40,0.2259887,N/A
5,9316021,2.5836403,40,0.2259887,N/A
1,8649178,2.5803847,48,0.27118644,N/A
2,10731629,2.5803847,48,0.27118644,N/A
2,18837230,2.5803847,48,0.27118644,N/A
2,18840035,2.5803847,48,0.27118644,N/A
2,18841388,2.5803847,48,0.27118644,N/A
3,9149176,2.5803847,48,0.27118644,N/A
3,20676728,2.5803847,48,0.27118644,N/A
5,3188327,2.5803847,48,0.27118644,N/A
5,3243242,2.5803847,48,0.27118644,N/A
5,7717260,2.5803847,48,0.27118644,N/A
5,15426231,2.5803847,48,0.27118644,N/A
1,18339472,2.5778592,36,0.20338982,N/A
2,7606379,2.5778592,36,0.20338982,N/A
2,8189586,2.5778592,36,0.20338982,N/A
2,8196429,2.5778592,36,0.20338982,N/A
2,8197477,2.5778592,36,0.20338982,N/A
2,11284859,2.5778592,36,0.20338982,N/A
2,13789750,2.5778592,36,0.20338982,N/A
2,13789780,2.5778592,36,0.20338982,N/A
2,17158248,2.5778592,36,0.20338982,N/A
3,653738,2.5778592,36,0.20338982,N/A
3,2311035,2.5778592,36,0.20338982,N/A
3,2749178,2.5778592,36,0.20338982,N/A
3,5298766,2.5778592,36,0.20338982,N/A
3,9466711,2.5778592,36,0.20338982,N/A
3,10170742,2.5778592,36,0.20338982,N/A
3,18825729,2.5778592,36,0.20338982,N/A
5,968034,2.5778592,36,0.20338982,N/A
5,7563361,2.5778592,36,0.20338982,N/A
5,14246300,2.5778592,36,0.20338982,N/A
5,14252117,2.5778592,36,0.20338982,N/A
5,17122993,2.5778592,36,0.20338982,N/A
5,23812400,2.5778592,36,0.20338982,N/A
1,1482897,2.5710132,62,0.3502825,N/A
1,9830076,2.5710132,62,0.3502825,N/A
1,22067426,2.5710132,62,0.3502825,N/A
1,22570117,2.5710132,62,0.3502825,N/A
1,22898115,2.5710132,62,0.3502825,N/A
2,1936009,2.5710132,62,0.3502825,N/A
3,9001921,2.5710132,62,0.3502825,N/A
3,16669460,2.5710132,62,0.3502825,N/A
3,18200160,2.5710132,62,0.3502825,N/A
4,11345914,2.5710132,62,0.3502825,N/A
4,15445248,2.5710132,62,0.3502825,N/A
4,15910837,2.5710132,62,0.3502825,N/A
1,10319897,2.5612931,87,0.4915254,N/A
1,26228274,2.5612931,87,0.4915254,N/A
2,166669,2.5612931,87,0.4915254,N/A
2,16770567,2.5612931,87,0.4915254,N/A
3,4202289,2.5612931,87,0.4915254,N/A
3,5309175,2.5612931,87,0.4915254,N/A
3,16723070,2.5612931,87,0.4915254,N/A
4,17670233,2.5612931,87,0.4915254,N/A
5,14157709,2.5612931,87,0.4915254,N/A
1,3127015,2.5574327,79,0.4463277,N/A
1,17561992,2.5574327,79,0.4463277,N/A
2,641433,2.5574327,79,0.4463277,N/A
3,8223015,2.5574327,79,0.4463277,N/A
3,10230473,2.5574327,79,0.4463277,N/A
4,11310106,2.5574327,79,0.4463277,N/A
4,14002549,2.5574327,79,0.4463277,N/A
5,14707718,2.5574327,79,0.4463277,N/A
5,21843003,2.5574327,79,0.4463277,N/A
1,22391582,2.5560827,53,0.29943502,N/A
1,22809121,2.5560827,53,0.29943502,N/A
2,2956144,2.5560827,53,0.29943502,N/A
2,5649187,2.5560827,53,0.29943502,N/A
2,11521891,2.5560827,53,0.29943502,N/A
2,13370598,2.5560827,53,0.29943502,N/A
3,16467106,2.5560827,53,0.29943502,N/A
4,174681,2.5560827,53,0.29943502,N/A
4,6803947,2.5560827,53,0.29943502,N/A
4,7895782,2.5560827,53,0.29943502,N/A
4,7896060,2.5560827,53,0.29943502,N/A
5,7601815,2.5560827,53,0.29943502,N/A
5,7704037,2.5560827,53,0.29943502,N/A
5,18372212,2.5560827,53,0.29943502,N/A
1,23191113,2.5482092,61,0.34463277,N/A
1,24257621,2.5482092,61,0.34463277,N/A
3,1571173,2.5482092,61,0.34463277,N/A
3,8271700,2.5482092,61,0.34463277,N/A
1,1969946,2.5451686,32,0.18079096,N/A
2,1191764,2.5451686,32,0.18079096,N/A
2,7283454,2.5451686,32,0.18079096,N/A
3,17595549,2.5451686,32,0.18079096,N/A
5,17459921,2.5451686,32,0.18079096,N/A
2,7301748,2.5391934,67,0.37853107,N/A
3,346279,2.5391934,67,0.37853107,N/A
3,5374370,2.5391934,67,0.37853107,N/A
3,6078169,2.5391934,67,0.37853107,N/A
3,7377231,2.5391934,67,0.37853107,N/A
3,12182554,2.5391934,67,0.37853107,N/A
3,12236506,2.5391934,67,0.37853107,N/A
3,15969147,2.5391934,67,0.37853107,N/A
3,17874203,2.5391934,67,0.37853107,N/A
4,2511385,2.5391934,67,0.37853107,N/A
4,10615170,2.5391934,67,0.37853107,N/A
4,15835569,2.5391934,67,0.37853107,N/A
5,7613805,2.5391934,67,0.37853107,N/A
5,9203389,2.5391934,67,0.37853107,N/A
5,18043630,2.5391934,67,0.37853107,N/A
5,23005576,2.5391934,67,0.37853107,N/A
5,25967775,2.5391934,67,0.37853107,N/A
1,4753393,2.535042,82,0.46327683,N/A
3,5194468,2.535042,82,0.46327683,N/A
3,5432619,2.535042,82,0.46327683,N/A
3,15872163,2.535042,82,0.46327683,N/A
3,18628076,2.535042,82,0.46327683,N/A
1,5353031,2.5333495,73,0.4124294,N/A
1,27909872,2.5333495,73,0.4124294,N/A
4,18254583,2.5333495,73,0.4124294,N/A
5,5743259,2.5333495,73,0.4124294,N/A
5,24965450,2.5333495,73,0.4124294,N/A
1,11726188,2.5296698,67,0.37853107,N/A
1,26184394,2.5296698,67,0.37853107,N/A
2,10224246,2.5296698,67,0.37853107,N/A
3,8887721,2.5296698,67,0.37853107,N/A
3,18221324,2.5296698,67,0.37853107,N/A
5,7264559,2.5296698,67,0.37853107,N/A
1,1391752,2.5281806,40,0.2259887,N/A
1,23190039,2.5281806,40,0.2259887,N/A
1,27920540,2.5281806,40,0.2259887,N/A
2,5174091,2.5281806,40,0.2259887,N/A
3,7680028,2.5281806,40,0.2259887,N/A
2,16269121,2.5234625,72,0.40677965,N/A
2,17879181,2.5234625,72,0.40677965,N/A
3,8270294,2.5234625,72,0.40677965,N/A
3,12336143,2.5234625,72,0.40677965,N/A
3,14777380,2.5234625,72,0.40677965,N/A
4,12968567,2.5234625,72,0.40677965,N/A
5,9131594,2.5234625,72,0.40677965,N/A
5,9844993,2.5234625,72,0.40677965,N/A
5,14198134,2.5234625,72,0.40677965,N/A
1,1540811,2.522348,77,0.43502825,N/A
3,12276143,2.522348,77,0.43502825,N/A
4,10615284,2.522348,77,0.43502825,N/A
5,5699461,2.522348,77,0.43502825,N/A
5,18043941,2.522348,77,0.43502825,N/A
5,26353955,2.522348,77,0.43502825,N/A
1,8678160,2.5156593,2,0.011299435,N/A
1,11395157,2.5156593,2,0.011299435,N/A
1,11420171,2.5156593,2,0.011299435,N/A
1,18227923,2.5156593,2,0.011299435,N/A
1,22342895,2.5156593,2,0.011299435,N/A
3,12292766,2.5156593,2,0.011299435,N/A
3,15345513,2.5156593,2,0.011299435,N/A
4,10830867,2.5156593,2,0.011299435,N/A
4,10830892,2.5156593,2,0.011299435,N/A
5,7825309,2.5156593,2,0.011299435,N/A
5,14719013,2.5156593,2,0.011299435,N/A
5,17310106,2.5156593,2,0.011299435,N/A
5,17510021,2.5156593,2,0.011299435,N/A
1,8128148,2.5077677,18,0.10169491,N/A
1,12981214,2.5077677,18,0.10169491,N/A
1,13410372,2.5077677,18,0.10169491,N/A
1,20757121,2.5077677,18,0.10169491,N/A
1,27199954,2.5077677,18,0.10169491,N/A
1,29256725,2.5077677,18,0.10169491,N/A
1,29261133,2.5077677,18,0.10169491,N/A
1,30222770,2.5077677,18,0.10169491,N/A
2,7237517,2.5077677,18,0.10169491,N/A
2,7399185,2.5077677,18,0.10169491,N/A
2,7401014,2.5077677,18,0.10169491,N/A
2,12538568,2.5077677,18,0.10169491,N/A
2,15795056,2.5077677,18,0.10169491,N/A
2,18676321,2.5077677,18,0.10169491,N/A
3,753140,2.5077677,18,0.10169491,N/A
3,2665452,2.5077677,18,0.10169491,N/A
3,3081984,2.5077677,18,0.10169491,N/A
3,3367006,2.5077677,18,0.10169491,N/A
3,5339278,2.5077677,18,0.10169491,N/A
3,5348833,2.5077677,18,0.10169491,N/A
3,6669532,2.5077677,18,0.10169491,N/A
3,7770232,2.5077677,18,0.10169491,N/A
3,8424290,2.5077677,18,0.10169491,N/A
3,9863519,2.5077677,18,0.10169491,N/A
3,18209723,2.5077677,18,0.10169491,N/A
3,18231253,2.5077677,18,0.10169491,N/A
3,18239058,2.5077677,18,0.10169491,N/A
3,18333089,2.5077677,18,0.10169491,N/A
3,18357459,2.5077677,18,0.10169491,N/A
3,18363957,2.5077677,18,0.10169491,N/A
3,18370184,2.5077677,18,0.10169491,N/A
3,18385476,2.5077677,18,0.10169491,N/A
3,19718706,2.5077677,18,0.10169491,N/A
3,19719284,2.5077677,18,0.10169491,N/A
3,22371377,2.5077677,18,0.10169491,N/A
4,674151,2.5077677,18,0.10169491,N/A
