"name","transcript_start","transcript_end","strand","chromosome","short_description","Curator_summary","Locus"
"AT5G54165.1",21984569,21984964,"+","5",NA,NA,"AT5G54165"
"AT5G54170.1",21984878,21987208,"-","5","Polyketide cyclase/dehydrase and lipid transport superfamily protein",NA,"AT5G54170"
"AT5G54180.1",21988457,21990228,"+","5","plastid transcriptionally active 15",NA,"AT5G54180"
"AT5G54190.1",21990999,21992812,"-","5","protochlorophyllide oxidoreductase A","light-dependent NADPH:protochlorophyllide oxidoreductase A","AT5G54190"
"AT5G54200.1",21993349,21997076,"-","5","Transducin/WD40 repeat-like superfamily protein",NA,"AT5G54200"
"AT5G54210.1",22008612,22009532,"+","5","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein",NA,"AT5G54210"
"AT5G54215.1",22010063,22010410,"+","5","Cysteine-rich protein","Encodes a defensin-like (DEFL) family protein.","AT5G54215"
"AT5G54220.1",22011349,22011796,"+","5","Cysteine-rich protein","Encodes a defensin-like (DEFL) family protein.","AT5G54220"
"AT5G54225.1",22013878,22014321,"+","5","low-molecular-weight cysteine-rich 83","Encodes a member of a family of small,secreted, cysteine rich protein with sequence similarity to the PCP (pollen coat protein) gene family.","AT5G54225"
"AT5G54230.1",22016250,22017933,"-","5","myb domain protein 49","Encodes a putative transcription factor (MYB49).","AT5G54230"
"AT5G54240.1",22022978,22024461,"-","5","Protein of unknown function (DUF1223)",NA,"AT5G54240"
"AT5G54250.1",22025553,22030060,"-","5","cyclic nucleotide-gated cation channel 4","member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.","AT5G54250"
"AT5G54260.1",22032069,22037991,"+","5","DNA repair and meiosis protein (Mre11)","DNA repair and meiotic recombination protein, component of MRE11 complex with RAD50 and NBS1","AT5G54260"
"AT5G54270.1",22038273,22039568,"+","5","light-harvesting chlorophyll B-binding protein 3","Lhcb3 protein is a component of the main light harvesting chlorophyll a/b-protein complex of Photosystem II (LHC II).","AT5G54270"
"AT5G54280.2",22039389,22046298,"-","5","myosin 2","Type VII myosin gene","AT5G54280"
"AT5G54290.2",22051034,22053974,"+","5","cytochrome c biogenesis protein family","Encodes CcdA, a thylakoid membrane protein required for the transfer of reducing equivalents from stroma to thylakoid lumen.","AT5G54290"
"AT5G54300.1",22053969,22055430,"-","5","Protein of unknown function (DUF761)",NA,"AT5G54300"
"AT5G54310.1",22057052,22061270,"-","5","ARF-GAP domain 5","A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.","AT5G54310"
"AT5G54320.1",22062805,22063914,"+","5","Protein of unknown function (DUF295)",NA,"AT5G54320"
"AT5G54330.1",22064993,22066063,"+","5","Protein of unknown function (DUF295)",NA,"AT5G54330"
"AT5G54340.1",22066831,22067565,"+","5","C2H2 and C2HC zinc fingers superfamily protein",NA,"AT5G54340"
"AT5G54350.1",22070135,22071347,"+","5",NA,NA,"AT5G54350"
"AT5G54360.1",22071862,22072674,"+","5","C2H2-like zinc finger protein",NA,"AT5G54360"
"AT5G54370.1",22075283,22076777,"+","5","Late embryogenesis abundant (LEA) protein-related",NA,"AT5G54370"
"AT5G54380.1",22077092,22079880,"-","5","protein kinase family protein","Encodes THESEUS1 (THE1), a receptor kinase regulated by Brassinosteroids and required for cell elongation during vegetative growth.","AT5G54380"
"AT5G54390.1",22085998,22088017,"+","5","HAL2-like","Encodes a 3'-phosphoadenosine-5'-phosphate (PAP) phosphatase that is sensitive to physiological concentrations of Na+.  It does not also act as inositol polyphosphate 1-phosphatases, which other members of the HAL2-like family do.  It is proposed that AHL acts in concert with sulphotransferases to prevent both the toxicity of PAP on RNA processing enzymes as well as the product inhibition of PAP on sulphate conjugation.","AT5G54390"
"AT5G54400.1",22090533,22092126,"+","5","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",NA,"AT5G54400"
"AT5G54410.1",22094247,22094906,"-","5",NA,NA,"AT5G54410"
"AT5G54420.1",22095804,22096079,"+","5","Protein of unknown function (DUF295)",NA,"AT5G54420"
"AT5G54430.1",22097166,22099758,"-","5","Adenine nucleotide alpha hydrolases-like superfamily protein","Contains a universal stress protein domain. Protein is phosphorylated in response to Phytophthora infestans zoospores and xylanase.","AT5G54430"
"AT5G54440.1",22099936,22107833,"+","5","CLUB","Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis.","AT5G54440"
"AT5G54450.1",22108273,22109379,"-","5","Protein of unknown function (DUF295)",NA,"AT5G54450"
"AT5G54460.1",22110425,22110949,"-","5","wound-responsive protein-related",NA,"AT5G54460"
"AT5G54470.1",22114304,22115472,"-","5","B-box type zinc finger family protein",NA,"AT5G54470"
"AT5G54480.1",22118004,22120166,"+","5","Protein of unknown function (DUF630 and DUF632)",NA,"AT5G54480"
"AT5G54490.1",22121404,22121931,"+","5","pinoid-binding protein 1","Encodes a PINOID (PID)-binding protein containing putative EF-hand calcium-binding motifs.  The interaction is dependent on the presence of calcium. mRNA expression is up-regulated by auxin. Not a phosphorylation target of PID, likely acts upstream of PID to regulate the activity of this protein in response to changes in calcium levels.","AT5G54490"
"AT5G54500.2",22124511,22126504,"+","5","flavodoxin-like quinone reductase 1","Encodes a flavin mononucleotide-binding flavodoxin-like quinone reductase that is a primary auxin-response gene.","AT5G54500"
"AT5G54510.1",22131093,22133678,"-","5","Auxin-responsive GH3 family protein","Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3).","AT5G54510"
"AT5G54520.1",22146514,22149120,"-","5","Transducin/WD40 repeat-like superfamily protein",NA,"AT5G54520"
"AT5G54530.1",22152725,22154429,"+","5","Protein of unknown function, DUF538",NA,"AT5G54530"
"AT5G54531.1",22154730,22154894,"+","5",NA,"This gene encodes a small protein and has either evidence of transcription or purifying selection.","AT5G54531"
"AT5G54540.1",22156498,22158054,"+","5","Uncharacterised conserved protein (UCP012943)",NA,"AT5G54540"
"AT5G54550.1",22158401,22159560,"+","5","Protein of unknown function (DUF295)",NA,"AT5G54550"
"AT5G54560.1",22161134,22162216,"+","5","Protein of unknown function (DUF295)",NA,"AT5G54560"
"AT5G54570.1",22167636,22170235,"-","5","beta glucosidase 41",NA,"AT5G54570"
"AT5G54580.1",22171216,22172977,"+","5","RNA-binding (RRM/RBD/RNP motifs) family protein",NA,"AT5G54580"
"AT5G54585.1",22175539,22176691,"+","5",NA,NA,"AT5G54585"
"AT5G54590.2",22180480,22182698,"+","5","Protein kinase superfamily protein","Splice variant At5g54590.2 encodes CRLK1 (440-amino acid in length) calcium/calmodulin-regulated receptor-like kinase crucial for cold tolerance. CRLK1 is Primarily localized in the plasma membrane.","AT5G54590"
"AT5G54600.1",22182978,22184567,"+","5","Translation protein SH3-like family protein",NA,"AT5G54600"
"AT5G54610.1",22184779,22186525,"-","5","ankyrin","Induced in response to Salicylic acid. Belongs to the ankyrin repeat protein family.","AT5G54610"
"AT5G54620.1",22187761,22189746,"-","5","Ankyrin repeat family protein",NA,"AT5G54620"
"AT5G54630.1",22192499,22194308,"-","5","zinc finger protein-related",NA,"AT5G54630"
"AT5G54640.1",22196477,22197492,"+","5","Histone superfamily protein","Isolated from T-DNA insertion line, the rat5 mutant is deficient in T-DNA integration. Encodes histone2A protein.","AT5G54640"
"AT5G54650.1",22197629,22202110,"-","5","formin homology5","Encodes a protein with similarity to formins that is involved in cytokinesis. Loss of function mutations exhibit delayed cellularization during endosperm development.  FH5 is expressed in the endosperm and the protein localizes to the cell plate.  FH5 was shown to be a maternally expressed imprinted gene.","AT5G54650"
"AT5G54660.1",22203905,22205152,"+","5","HSP20-like chaperones superfamily protein",NA,"AT5G54660"
"AT5G54670.1",22209472,22214134,"+","5","kinesin 3","Encodes a truncated KatC polypeptide (KatC(207-754)), which includes the carboxyl-terminal region of KatC. This was expressed in Escherichia coli and was shown to possess microtubule-stimulated ATPase activity.","AT5G54670"
"AT5G54680.1",22217055,22219274,"+","5","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",NA,"AT5G54680"
"AT5G54690.1",22219224,22221840,"-","5","galacturonosyltransferase 12","Encodes a protein with  putative galacturonosyltransferase activity. Mutants defective in this gene displayed a notable reduction in xylose (>50%) in the cell walls from stems and roots and a reduction in cellulose (~25%).","AT5G54690"
"AT5G54700.1",22223096,22225509,"-","5","Ankyrin repeat family protein",NA,"AT5G54700"
"AT5G54710.1",22227574,22230500,"-","5","Ankyrin repeat family protein",NA,"AT5G54710"
"AT5G54720.1",22232195,22232949,"-","5","Ankyrin repeat family protein",NA,"AT5G54720"
"AT5G54730.1",22233789,22237341,"-","5","homolog of yeast autophagy 18 (ATG18) F",NA,"AT5G54730"
"AT5G54740.1",22238358,22239187,"-","5","seed storage albumin 5",NA,"AT5G54740"
"AT5G54745.1",22240256,22241233,"-","5","Trypsin family protein",NA,"AT5G54745"
"AT5G54750.2",22241481,22243721,"+","5","Transport protein particle (TRAPP) component",NA,"AT5G54750"
"AT5G54760.1",22243864,22245770,"+","5","Translation initiation factor SUI1 family protein",NA,"AT5G54760"
"AT5G54770.1",22246592,22248332,"+","5","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","Encodes a thiamine biosynthetic gene that has a dual function in thiamine biosynthesis and mitochondrial DNA damage tolerance. It appears to be involved in producing the thiazole portion of thiamine (vitamin B1). A crystal structure of the protein reveals that it forms a 2-ring homo-octamer.","AT5G54770"
"AT5G54780.1",22248447,22251863,"-","5","Ypt/Rab-GAP domain of gyp1p superfamily protein",NA,"AT5G54780"
"AT5G54790.1",22253986,22255663,"-","5",NA,NA,"AT5G54790"
"AT5G54800.1",22261271,22263921,"+","5","glucose 6-phosphate/phosphate translocator 1","Encodes glucose6-Phosphate/phosphate transporter 1.  Essential for pollen maturation and embryo sac development.","AT5G54800"
"AT5G54810.1",22264594,22266785,"-","5","tryptophan synthase beta-subunit 1","A.thaliana tryptophan synthase beta subunit (trpB)","AT5G54810"
"AT5G54820.1",22269859,22271777,"+","5","F-box/RNI-like superfamily protein",NA,"AT5G54820"
"AT5G54830.1",22273070,22276301,"+","5","DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein",NA,"AT5G54830"
"AT5G54840.1",22276513,22278423,"-","5","Ras-related small GTP-binding family protein","Monomeric G protein. Expressed in the root quiescent center, flowers, and leaf guard cells and hydathodes.","AT5G54840"
"AT5G54850.1",22280583,22282352,"-","5",NA,NA,"AT5G54850"
"AT5G54855.1",22282767,22284387,"+","5","Pollen Ole e 1 allergen and extensin family protein",NA,"AT5G54855"
"AT5G54860.1",22284581,22287206,"+","5","Major facilitator superfamily protein",NA,"AT5G54860"
"AT5G54870.1",22289135,22291799,"+","5",NA,NA,"AT5G54870"
"AT5G54880.1",22291886,22293300,"+","5","DTW domain-containing protein",NA,"AT5G54880"
"AT5G54890.1",22293325,22295144,"+","5","RNA-binding CRS1 / YhbY (CRM) domain-containing protein",NA,"AT5G54890"
"AT5G54900.1",22295383,22298346,"+","5","RNA-binding protein 45A",NA,"AT5G54900"
"AT5G54910.1",22298557,22301719,"-","5","DEA(D/H)-box RNA helicase family protein",NA,"AT5G54910"
"AT5G54920.2",22302001,22305795,"+","5",NA,NA,"AT5G54920"
"AT5G54930.1",22305734,22307564,"-","5","AT hook motif-containing protein",NA,"AT5G54930"
"AT5G54940.1",22308271,22309408,"-","5","Translation initiation factor SUI1 family protein",NA,"AT5G54940"
"AT5G54950.1",22309832,22310242,"-","5","Aconitase family protein",NA,"AT5G54950"
"AT5G54960.1",22310687,22312761,"-","5","pyruvate decarboxylase-2","pyruvate decarboxylase-2","AT5G54960"
"AT5G54970.1",22313210,22313764,"+","5",NA,NA,"AT5G54970"
"AT5G54980.1",22315699,22316601,"+","5","Uncharacterised protein family (UPF0497)",NA,"AT5G54980"
"AT5G54990.1",22317505,22318185,"+","5","RING/U-box superfamily protein",NA,"AT5G54990"
"AT5G55000.2",22318310,22321750,"+","5","potassium channel tetramerisation domain-containing protein / pentapeptide repeat-containing protein","FH protein interacting protein FIP2","AT5G55000"
"AT5G55010.1",22321900,22322229,"+","5",NA,NA,"AT5G55010"
"AT5G55020.1",22324599,22326248,"-","5","myb domain protein 120","Encodes a putative transcription factor, member of the R2R3 factor gene family (MYB120).","AT5G55020"
"AT5G55040.1",22327240,22331813,"-","5","DNA-binding bromodomain-containing protein",NA,"AT5G55040"
"AT5G55050.1",22337701,22340100,"+","5","GDSL-like Lipase/Acylhydrolase superfamily protein",NA,"AT5G55050"
"AT5G55056.1",22340983,22341111,"+","5",NA,"This gene encodes a small protein and has either evidence of transcription or purifying selection.","AT5G55056"
"AT5G55060.1",22341952,22346577,"+","5",NA,NA,"AT5G55060"
"AT5G55070.1",22347211,22350817,"+","5","Dihydrolipoamide succinyltransferase",NA,"AT5G55070"
"AT5G55080.1",22351576,22353058,"-","5","ras-related nuclear protein 4","A member of RAN GTPase gene family.","AT5G55080"
"AT5G55090.1",22356852,22358198,"-","5","mitogen-activated protein kinase kinase kinase 15","member of MEKK subfamily","AT5G55090"
"AT5G55100.2",22361159,22364780,"-","5","SWAP (Suppressor-of-White-APricot)/surp domain-containing protein",NA,"AT5G55100"
"AT5G55110.1",22367870,22368361,"+","5","Stigma-specific Stig1 family protein",NA,"AT5G55110"
"AT5G55120.1",22369095,22371867,"+","5","galactose-1-phosphate guanylyltransferase (GDP)s;GDP-D-glucose phosphorylases;quercetin 4'-O-glucosyltransferases","Encodes a GDP-L-galactose phosphorylase, with similar biochemical properties as VTC2.","AT5G55120"
"AT5G55125.1",22372020,22373209,"+","5","Ribosomal protein L31",NA,"AT5G55125"
"AT5G55130.1",22373180,22376086,"-","5","co-factor for nitrate, reductase and xanthine dehydrogenase 5","putative molybdopterin synthase sulphurylase (cnx5)","AT5G55130"
"AT5G55131.1",22376583,22376989,"+","5","Protein of unknown function (PD694200)","Encodes a defensin-like (DEFL) family protein.","AT5G55131"
"AT5G55132.1",22378906,22379548,"+","5","Defensin-like (DEFL) family protein","Encodes a defensin-like (DEFL) family protein.","AT5G55132"
"AT5G55135.1",22379921,22380386,"+","5",NA,NA,"AT5G55135"
"AT5G55140.1",22380996,22382028,"+","5","ribosomal protein L30 family protein",NA,"AT5G55140"
"AT5G55150.1",22382275,22383392,"-","5","Protein of unknown function (DUF295)",NA,"AT5G55150"
"AT5G55160.2",22383560,22384925,"-","5","small ubiquitin-like modifier 2","Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets. SUMO2 can form SUMO chains through lysine residue 10 during in vitro assays.","AT5G55160"
"AT5G55170.1",22385307,22386114,"-","5","small ubiquitin-like modifier 3","Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets.","AT5G55170"
"AT5G55180.2",22388782,22390714,"+","5","O-Glycosyl hydrolases family 17 protein",NA,"AT5G55180"
"AT5G55190.1",22392176,22394172,"+","5","RAN GTPase 3","A member of RAN GTPase gene family. Encodes a small soluble GTP-binding protein. Likely to be involved in nuclear translocation of proteins.  May also be involved in cell cycle progression.","AT5G55190"
"AT5G55200.1",22394607,22396572,"+","5","Co-chaperone GrpE family protein",NA,"AT5G55200"
"AT5G55210.1",22396426,22397446,"-","5",NA,NA,"AT5G55210"
"AT5G55220.1",22397616,22400842,"+","5","trigger factor type chaperone family protein",NA,"AT5G55220"
"AT5G55230.2",22401997,22405381,"+","5","microtubule-associated proteins 65-1","Binds and bundles microtubules. Plays a role in stabilizing anti-parallel microtubules  in the central spindle at anaphase to early cytokinesis but is not essential at the midline of the phragmoplast at later stages. The timing with which the MAP65-1 was targeted to  the spindle appears to be regulated by a phosphorylation sensitive  switch. Enhances microtubule polymerization, promotes nucleation and stabilizes microtubules against cold treatment and dilution.","AT5G55230"
"AT5G55240.1",22405926,22407351,"+","5","ARABIDOPSIS THALIANA PEROXYGENASE 2","Catalyze hydroperoxide-dependent mono-oxygenation  reactions. Require calcium for peroxygenase activity. Probably  deeply buried in lipid droplets or microsomes.","AT5G55240"
"AT5G55250.1",22407473,22410944,"-","5","IAA carboxylmethyltransferase 1","Encodes an enzyme which specifically converts IAA to its methyl ester form MelIAA. This gene belongs to the family of carboxyl methyltransferases whose members  catalyze the transfer of the methyl group from S-adenosyl-L-methionine to carboxylic acid-containing substrates to form small molecule methyl esters. Expression of TCP genes is downregulated in mutant iamt1-D.","AT5G55250"
"AT5G55260.1",22416599,22418864,"+","5","protein phosphatase X 2","Encodes a protein with similarity to the catalytic subunit of the mammalian PPX protein phospatase.","AT5G55260"
"AT5G55270.1",22419157,22420410,"+","5","Protein of unknown function (DUF295)",NA,"AT5G55270"
"AT5G55280.1",22420652,22422649,"-","5","homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1","Encodes one of two FtsZ proteins, tubulin-like proteins, in Arabidopsis.  It is involved in chloroplast division.","AT5G55280"
"AT5G55290.1",22422887,22424268,"-","5","ATPase, V0 complex, subunit E",NA,"AT5G55290"
"AT5G55300.2",22424577,22429502,"-","5","DNA topoisomerase I alpha","Encodes a type-I DNA topoisomerase I. Disruptions in this gene affect phyllotaxis and plant architecture suggesting that the gene plays a critical role in the maintenance of a regular pattern of organ initiation. Isolated as a protein oxidized during seed germination; proteomics approach revealed differences in de novo synthesis levels of this protein in condition with vs. without salicylic acid in the period from 0 to 40 hrs. following seed imbibition. Functions in stem cell maintenance at all stages of shoot and floral meristems and in the regulation of gene silencing.","AT5G55300"
"AT5G55310.1",22430176,22435076,"-","5","DNA topoisomerase 1 beta","Encodes one of two Arabidopsis type-I DNA topoisomerase I genes.  Reducing the level of expression of this gene in a top1alpha (At5g55300) mutant background causes seedling lethality.","AT5G55310"
"AT5G55320.1",22435680,22436699,"-","5","MBOAT (membrane bound O-acyl transferase) family protein",NA,"AT5G55320"
"AT5G55330.1",22437825,22438865,"-","5","MBOAT (membrane bound O-acyl transferase) family protein",NA,"AT5G55330"
"AT5G55340.1",22439851,22441005,"-","5","MBOAT (membrane bound O-acyl transferase) family protein",NA,"AT5G55340"
"AT5G55350.1",22442356,22443393,"-","5","MBOAT (membrane bound O-acyl transferase) family protein",NA,"AT5G55350"
"AT5G55360.1",22443724,22444752,"-","5","MBOAT (membrane bound O-acyl transferase) family protein",NA,"AT5G55360"
"AT5G55370.1",22445085,22446116,"-","5","MBOAT (membrane bound O-acyl transferase) family protein",NA,"AT5G55370"
"AT5G55380.1",22446624,22447898,"-","5","MBOAT (membrane bound O-acyl transferase) family protein",NA,"AT5G55380"
"AT5G55390.1",22447966,22454802,"-","5","ENHANCED DOWNY MILDEW 2","Encodes EDM2 (enhanced downy mildew 2).  The predicted protein bears typical features of transcriptional regulators.  EDM2 contains two putative bipartite nuclear localization signals (NLS) two zinc-finger-like motifs, a Proline-rich region and a large aspartic acid-rich region.  Both zinc-finger-like stretches resemble the PHD (plant homeodomain) finger motif.  Mutations in EDM2 comprise RPP7 mediated resistance against Hyaloperonospora parasitica isolate Hiks1 (HpHiks1).  EDM2 may function as a direct or indirect regulator of RPP7 expression.","AT5G55390"
"AT5G55400.1",22455535,22458950,"-","5","Actin binding Calponin homology (CH) domain-containing protein",NA,"AT5G55400"
"AT5G55410.2",22460550,22461250,"+","5","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",NA,"AT5G55410"
"AT5G55430.1",22464589,22465218,"+","5",NA,NA,"AT5G55430"
"AT5G55440.1",22465693,22467209,"+","5","Protein of unknown function (DUF295)",NA,"AT5G55440"
"AT5G55450.1",22467430,22468263,"+","5","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",NA,"AT5G55450"
"AT5G55460.1",22468687,22469304,"+","5","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",NA,"AT5G55460"
"AT5G55470.1",22469245,22472706,"-","5","Na+/H+ (sodium hydrogen) exchanger 3","member of Sodium proton exchanger family","AT5G55470"
"AT5G55480.1",22474230,22478132,"+","5","SHV3-like 1","Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.","AT5G55480"
"AT5G55490.1",22478712,22481148,"-","5","gamete expressed protein 1","Encodes a transmembrane domain containing protein that is expressed in pollen germ cells.","AT5G55490"
"AT5G55500.1",22482160,22484631,"+","5","beta-1,2-xylosyltransferase","Encodes a beta-1,2-xylosyltransferase that is glycosylated at two positions.","AT5G55500"
"AT5G55507.1",22485099,22485712,"-","5","hydroxyproline-rich glycoprotein family protein",NA,"AT5G55507"
"AT5G55508.1",22485872,22486015,"+","5",NA,"This gene encodes a small protein and has either evidence of transcription or purifying selection.","AT5G55508"
"AT5G55510.1",22486426,22488015,"-","5","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein",NA,"AT5G55510"
"AT5G55520.1",22488074,22491266,"-","5",NA,NA,"AT5G55520"
"AT5G55530.1",22493324,22495956,"+","5","Calcium-dependent lipid-binding (CaLB domain) family protein",NA,"AT5G55530"
"AT5G55540.1",22496196,22500543,"-","5","tornado 1","Encodes a large plant-specific protein of unknown function, with conserved domains also found in a variety of signaling proteins, In trn mutants, the leaf venation network had a severely reduced complexity: incomplete loops, no tertiary or quaternary veins, and vascular islands. The leaf laminas were asymmetric and narrow because of a severely reduced cell number. TRN1 is required for the maintenance of both the radial pattern of tissue differentiation in the root and for the subsequent circumferential pattern within the epidermis. Double mutant analysis showed that TRN1 and TRN2 act in the same pathway.","AT5G55540"
"AT5G55550.3",22502064,22504011,"-","5","RNA-binding (RRM/RBD/RNP motifs) family protein",NA,"AT5G55550"
"AT5G55560.1",22506302,22507879,"-","5","Protein kinase superfamily protein",NA,"AT5G55560"
"AT5G55565.1",22510017,22513588,"-","5",NA,"Encodes a defensin-like (DEFL) family protein.","AT5G55565"
"AT5G55570.1",22514475,22515458,"-","5",NA,NA,"AT5G55570"
"AT5G55580.1",22515440,22517929,"+","5","Mitochondrial transcription termination factor family protein","Encodes a mitochondrial transcription termination factor (mTERF) family protein. Mutants, named as twirt1 (twr-1), display altered root meristem function resulting in short roots.  Mutation also affects shoot meristem function.","AT5G55580"
"AT5G55590.1",22519911,22521858,"+","5","Pectin lyase-like superfamily protein","Encodes a protein with pectin methylesterase activity. No change in activity were detected in mutants defective in this gene, which was interpreted as a result of redundancy of product function with other pectin methylesterases. The gene product is required for pollen separation during normal development. In qrt mutants, the outer walls of the four meiotic products of the pollen mother cell are fused, and pollen grains are released in tetrads.May be required for cell type-specific pectin degradation.","AT5G55590"
"AT5G55600.1",22521849,22525645,"-","5","agenet domain-containing protein / bromo-adjacent homology (BAH) domain-containing protein",NA,"AT5G55600"
"AT5G55610.1",22525807,22528110,"+","5",NA,NA,"AT5G55610"
"AT5G55620.1",22530202,22530939,"+","5",NA,NA,"AT5G55620"
"AT5G55630.1",22531400,22533118,"+","5","Outward rectifying potassium channel protein","Encodes AtTPK1 (KCO1), a member of the Arabidopsis thaliana K+ channel family of AtTPK/KCO proteins. AtTPK1 is targeted to the vacuolar membrane. Forms homomeric ion channels in vivo. Voltage-independent and Ca2+-activated K+ channel. Activated by 14-3-3 proteins.","AT5G55630"
"AT5G55640.1",22533159,22534117,"-","5",NA,NA,"AT5G55640"
"AT5G55650.1",22536360,22536824,"+","5",NA,NA,"AT5G55650"
"AT5G55660.1",22538613,22543474,"+","5","DEK domain-containing chromatin associated protein",NA,"AT5G55660"
"AT5G55670.1",22543940,22546801,"-","5","RNA-binding (RRM/RBD/RNP motifs) family protein",NA,"AT5G55670"
"AT5G55680.1",22547735,22548361,"-","5","glycine-rich protein",NA,"AT5G55680"
"AT5G55690.1",22548790,22549623,"-","5","MADS-box transcription factor family protein",NA,"AT5G55690"
"AT5G55700.1",22551749,22554964,"+","5","beta-amylase 4","In vitro assay indicates no beta-amylase activity of BAM4. However mutation in BAM4 impairs starch breakdown. BAM4 may play a regulatory role.","AT5G55700"
"AT5G55710.1",22554878,22555650,"-","5",NA,"Encodes a component of the TIC (translocon at the inner envelope membrane of chloroplasts) protein translocation machinery mediating the protein translocation across the inner envelope of plastids. The Arabidopsis genome encodes four Tic20 homologous proteins, AT1G04940(Tic20-I), AT2G47840(Tic20-II), AT4G03320(Tic20-IV) and AT5G55710(Tic20-V).","AT5G55710"
"AT5G55720.1",22556047,22557725,"+","5","Pectin lyase-like superfamily protein",NA,"AT5G55720"
"AT5G55730.1",22558148,22560461,"-","5","FASCICLIN-like arabinogalactan 1","Encodes fasciclin-like arabinogalactan-protein 1 (Fla1). fla1 mutants show defects in shoot regeneration.","AT5G55730"
"AT5G55740.1",22561941,22564433,"-","5","Tetratricopeptide repeat (TPR)-like superfamily protein","Encodes a member of the E+ subgroup of the PPR protein family, containing the E and E+ motifs following a tandem array of PPR motifs.  It also contains an unknown motif consisting of 15 aa, which is highly conserved in some PPR proteins, including CRR4.  CRR21 is involved in RNA editing of the site 2 of ndhD (ndhD-2),which encodes a subunit of the NDH complex.  The RNA editing changes aa 128 from Ser to Leu.  Mutants have impaired NDH complex activity.","AT5G55740"
"AT5G55750.1",22564801,22566021,"-","5","hydroxyproline-rich glycoprotein family protein",NA,"AT5G55750"
"AT5G55760.1",22567222,22570963,"+","5","sirtuin 1","Encodes SRT1, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230).","AT5G55760"
"AT5G55770.1",22571645,22573732,"+","5","Cysteine/Histidine-rich C1 domain family protein",NA,"AT5G55770"
"AT5G55780.1",22576611,22578668,"+","5","Cysteine/Histidine-rich C1 domain family protein",NA,"AT5G55780"
"AT5G55790.1",22580670,22581335,"-","5",NA,NA,"AT5G55790"
"AT5G55800.1",22581694,22583430,"+","5","Cysteine/Histidine-rich C1 domain family protein",NA,"AT5G55800"
"AT5G55810.2",22583985,22586347,"-","5","nicotinate/nicotinamide mononucleotide adenyltransferase","encodes a bi-functional enzyme that expresses both nicotinamide-nucleotide adenylyltransferase (2.7.7.1) and nicotinate-nucleotide adenylyltransferase (2.7.7.18)activity.","AT5G55810"
"AT5G55820.1",22586287,22594035,"+","5",NA,"Encodes a plant ortholog of the inner centromere protein (INCENP), which is implicated in the control of chromosome segregation and cytokinesis in yeast and animals.  Required for female gametophytic cell specification and seed development.","AT5G55820"
"AT5G55830.1",22594655,22596843,"+","5","Concanavalin A-like lectin protein kinase family protein",NA,"AT5G55830"
"AT5G55840.1",22598038,22602566,"+","5","Pentatricopeptide repeat (PPR) superfamily protein",NA,"AT5G55840"
"AT5G55850.2",22603376,22605232,"+","5","RPM1-interacting protein 4 (RIN4) family protein","NOI protein","AT5G55850"
"AT5G55855.1",22606254,22606491,"+","5","Ubiquitin-like superfamily protein",NA,"AT5G55855"
"AT5G55856.1",22607927,22608640,"+","5","Ubiquitin-like superfamily protein",NA,"AT5G55856"
"AT5G55860.1",22609532,22612393,"+","5","Plant protein of unknown function (DUF827)",NA,"AT5G55860"
"AT5G55870.1",22612637,22613311,"-","5",NA,NA,"AT5G55870"
"AT5G55880.1",22619104,22620204,"-","5","Protein of unknown function (DUF295)",NA,"AT5G55880"
"AT5G55890.1",22622737,22623837,"-","5","Protein of unknown function (DUF295)",NA,"AT5G55890"
"AT5G55893.1",22624738,22625892,"-","5",NA,NA,"AT5G55893"
