"chromosome"	"transcript_start"	"transcript_end"	"strand"	"name"	"short_description"
5	29748319	29749319	-	LOC_Os05g51810	"expressed protein"
5	29749747	29750525	+	LOC_Os05g51820	"helix-loop-helix DNA-binding protein, putative, expressed"
5	29753361	29756325	-	LOC_Os05g51830	"ZOS5-12 - C2H2 zinc finger protein, expressed"
5	29759100	29761438	-	LOC_Os05g51850	"AT hook-containing DNA-binding protein, putative, expressed"
5	29763179	29767039	+	LOC_Os05g51860	"expressed protein"
5	29771447	29771896	+	LOC_Os05g51870	"ligA, putative, expressed"
5	29785141	29785732	-	LOC_Os05g51900	"expressed protein"
6	33589	37124	+	LOC_Os06g01050	"expressed protein"
6	121758	124012	-	LOC_Os06g01140	"expressed protein"
6	130355	130738	-	LOC_Os06g01160	"expressed protein"
6	131089	138360	+	LOC_Os06g01170	"PHD-finger domain containing protein, expressed"
6	138492	139803	+	LOC_Os06g01180	"expressed protein"
6	140965	141255	+	LOC_Os06g01190	"expressed protein"
6	141368	141820	-	LOC_Os06g01195	"expressed protein"
6	142308	146648	+	LOC_Os06g01200	"zinc finger, C3HC4 type domain containing protein, expressed"
6	149384	150246	-	LOC_Os06g01210	"plastocyanin, chloroplast precursor, putative, expressed"
6	150985	152936	-	LOC_Os06g01220	"expressed protein"
6	153391	156618	-	LOC_Os06g01230	"no apical meristem protein, putative, expressed"
6	161576	161995	-	LOC_Os06g01240	"expressed protein"
6	163205	165539	+	LOC_Os06g01250	"cytochrome P450, putative, expressed"
6	167364	174331	+	LOC_Os06g01260	"glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed"
6	178343	178580	-	LOC_Os06g01270	"expressed protein"
6	182104	184623	+	LOC_Os06g01290	"expressed protein"
6	185692	191452	+	LOC_Os06g01304	"spotted leaf 11, putative, expressed"
6	195018	208583	+	LOC_Os06g01320	"chromo domain containing protein, expressed"
6	209204	210107	+	LOC_Os06g01340	"CCT/B-box zinc finger protein, putative, expressed"
6	212913	214728	+	LOC_Os06g01350	"transferase family protein, putative, expressed"
6	214967	218294	-	LOC_Os06g01360	"homogentisate 1,2-dioxygenase, putative, expressed"
6	219460	221117	-	LOC_Os06g01370	"DNA-binding protein-related, putative, expressed"
6	227701	232808	+	LOC_Os06g01390	"acyl-coenzyme A oxidase 1.2, peroxisomal, putative, expressed"
6	233787	244624	+	LOC_Os06g01400	"glycyl-tRNA synthetase 2, chloroplast/mitochondrial precursor, putative, expressed"
6	244855	247799	-	LOC_Os06g01410	"glutamine cyclotransferase precursor, putative, expressed"
6	266681	271992	+	LOC_Os06g01440	"integral membrane protein, putative, expressed"
6	271908	275437	-	LOC_Os06g01450	"methyltransferase, putative, expressed"
6	276707	282180	-	LOC_Os06g01460	"expressed protein"
6	282348	284950	+	LOC_Os06g01470	"AGAP000326-PA, putative, expressed"
6	289311	294071	-	LOC_Os06g01480	"NAC domain containing protein, putative, expressed"
6	297160	301812	-	LOC_Os06g01490	"monocopper oxidase, putative, expressed"
6	305994	308754	-	LOC_Os06g01500	"IQ calmodulin-binding motif family protein, putative, expressed"
6	344157	344507	+	LOC_Os06g01580	"LTPL127 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
6	346985	348516	-	LOC_Os06g01590	"lactate/malate dehydrogenase, putative, expressed"
6	351614	351976	-	LOC_Os06g01600	"expressed protein"
6	359669	361582	+	LOC_Os06g01610	"vacuolar-processing enzyme precursor, putative, expressed"
6	365301	367066	+	LOC_Os06g01620	"scarecrow, putative, expressed"
6	370059	375155	-	LOC_Os06g01630	"2-oxo acid dehydrogenases acyltransferase domain containing protein, expressed"
6	375706	382683	+	LOC_Os06g01640	"arginine N-methyltransferase 7, putative, expressed"
6	387203	393012	-	LOC_Os06g01650	"expressed protein"
6	394397	397914	-	LOC_Os06g01660	"integral membrane protein DUF6 domain containing protein, expressed"
6	398591	403494	-	LOC_Os06g01670	"myb-like DNA-binding domain containing protein, expressed"
6	403722	410270	+	LOC_Os06g01680	"expressed protein"
6	410926	413145	+	LOC_Os06g01690	"septum site-determining protein minD, putative, expressed"
6	413319	416045	-	LOC_Os06g01700	"CWC15 homolog A, putative, expressed"
6	416531	420160	-	LOC_Os06g01710	"expressed protein"
6	420780	425167	+	LOC_Os06g01720	"expressed protein"
6	430837	434797	-	LOC_Os06g01740	"expressed protein"
6	437155	438132	+	LOC_Os06g01750	"subtilase, putative, expressed"
6	438684	441553	-	LOC_Os06g01760	"ligA, putative, expressed"
6	444925	447830	-	LOC_Os06g01770	""
6	450940	453734	+	LOC_Os06g01780	"ethylene-responsive element-binding protein, putative, expressed"
6	454856	457580	+	LOC_Os06g01790	"expressed protein"
6	461137	465799	-	LOC_Os06g01800	"expressed protein"
6	465680	468425	-	LOC_Os06g01810	"expressed protein"
6	470318	471926	+	LOC_Os06g01820	"expressed protein"
6	473150	473576	+	LOC_Os06g01830	"expressed protein"
6	477098	479491	+	LOC_Os06g01840	"nodulin, putative, expressed"
6	479178	481669	-	LOC_Os06g01850	"ferredoxin--NADP reductase, chloroplast precursor, putative, expressed"
6	484709	485308	-	LOC_Os06g01860	"expressed protein"
6	489916	490694	-	LOC_Os06g01870	"expressed protein"
6	494850	511406	+	LOC_Os06g01890	"MADS-box transcription factor, putative, expressed"
6	511855	512804	-	LOC_Os06g01920	"expansin precursor, putative, expressed"
6	523053	530057	+	LOC_Os06g01934	"homeobox domain containing protein, expressed"
6	530534	532108	-	LOC_Os06g01950	"phosphoglycerate mutase, putative, expressed"
6	543057	545780	+	LOC_Os06g01966	"auxin-induced protein 5NG4, putative, expressed"
6	546504	550383	+	LOC_Os06g01972	"auxin-induced protein 5NG4, putative, expressed"
6	550916	555929	+	LOC_Os06g01980	"AAA family ATPase, putative, expressed"
6	555518	556547	-	LOC_Os06g01990	"phosphoglycolate phosphatase, plasmid, putative, expressed"
6	564534	567685	+	LOC_Os06g02000	"adenylate kinase, putative, expressed"
6	573963	574322	-	LOC_Os06g02010	"expressed protein"
6	580665	586450	+	LOC_Os06g02019	"cytochrome P450, putative, expressed"
6	587543	592229	+	LOC_Os06g02028	"eyes absent homolog 4, putative, expressed"
6	593557	594233	+	LOC_Os06g02040	"late embryogenesis abundant group 1, putative, expressed"
6	597332	601696	+	LOC_Os06g02054	"OsFBX180 - F-box domain containing protein, expressed"
6	613911	614861	-	LOC_Os06g02080	"hypothetical protein"
6	623462	626095	-	LOC_Os06g02100	"OsFBX181 - F-box domain containing protein, expressed"
6	626258	628835	+	LOC_Os06g02110	"OsFBX182 - F-box domain containing protein, expressed"
6	629680	633783	-	LOC_Os06g02120	"PPR repeat domain containing protein, putative, expressed"
6	634142	640479	-	LOC_Os06g02130	"G-protein alpha subunit, putative, expressed"
6	643683	646768	+	LOC_Os06g02144	"6-phosphogluconate dehydrogenase, decarboxylating, putative, expressed"
6	647033	656850	+	LOC_Os06g02160	"AMP-binding enzyme family protein, expressed"
6	657277	659073	+	LOC_Os06g02170	"DNAJ heat shock N-terminal domain-containing protein, putative, expressed"
6	660148	665406	-	LOC_Os06g02180	"CSLD2 - cellulose synthase-like family D, expressed"
6	676126	678878	+	LOC_Os06g02200	"pentatricopeptide, putative, expressed"
6	678855	682797	-	LOC_Os06g02210	"bark storage protein A precursor, putative, expressed"
6	692754	695751	+	LOC_Os06g02220	"MTA/SAH nucleosidase, putative, expressed"
6	696034	698258	+	LOC_Os06g02230	"B3 DNA binding domain containing protein, expressed"
6	699044	702212	+	LOC_Os06g02240	"RNA recognition motif containing protein, putative, expressed"
6	716819	718014	+	LOC_Os06g02250	"MYB family transcription factor, putative, expressed"
6	724962	730613	-	LOC_Os06g02260	"callose synthase, putative, expressed"
6	750408	750845	-	LOC_Os06g02270	"expressed protein"
6	754703	755110	+	LOC_Os06g02280	"expressed protein"
6	776289	776690	-	LOC_Os06g02320	"expressed protein"
6	777222	779783	-	LOC_Os06g02330	"expressed protein"
6	779995	782325	+	LOC_Os06g02340	"OsFBX183 - F-box domain containing protein, expressed"
6	782721	783179	-	LOC_Os06g02350	"S-phase kinase-associated protein 1A, putative, expressed"
6	786863	787613	-	LOC_Os06g02360	"Skp1 family, dimerisation domain containing protein, expressed"
6	796310	800812	-	LOC_Os06g02370	"expressed protein"
6	811034	816534	-	LOC_Os06g02380	"T-complex protein, putative, expressed"
6	819373	820356	+	LOC_Os06g02390	"ADP-ribosylation factor 1, putative, expressed"
6	825521	829063	+	LOC_Os06g02400	"OsFBO18 - F-box and other domain containing protein, expressed"
6	828716	830761	-	LOC_Os06g02410	"expressed protein"
6	832537	834915	-	LOC_Os06g02420	"ATOZI1, putative, expressed"
6	835596	839193	+	LOC_Os06g02430	"expressed protein"
6	840884	844185	-	LOC_Os06g02440	"expressed protein"
6	846526	847133	-	LOC_Os06g02450	"expressed protein"
6	850897	852288	+	LOC_Os06g02460	"expressed protein"
6	854044	854353	+	LOC_Os06g02470	"ATOZI1, putative, expressed"
6	855810	858004	-	LOC_Os06g02480	"expressed protein"
6	860905	862569	-	LOC_Os06g02490	"acyl CoA binding protein, putative, expressed"
6	864273	866968	-	LOC_Os06g02500	"superoxide dismutase, chloroplast, putative, expressed"
6	867364	869824	-	LOC_Os06g02510	"ribosomal protein L13, putative, expressed"
6	871774	875187	+	LOC_Os06g02520	"interacting protein of DMI3, putative, expressed"
6	875372	876367	-	LOC_Os06g02530	"expressed protein"
6	876842	880535	-	LOC_Os06g02540	"expressed protein"
6	885830	892703	+	LOC_Os06g02550	"CPuORF21 - conserved peptide uORF-containing transcript, expressed"
6	887898	891872	+	LOC_Os06g02555	"expressed protein"
6	893102	896376	-	LOC_Os06g02560	"growth-regulating factor, putative, expressed"
6	902497	907096	-	LOC_Os06g02570	"syntaxin, putative, expressed"
6	908485	910322	-	LOC_Os06g02580	"high-affinity nickel-transport family protein, putative, expressed"
6	913779	921282	+	LOC_Os06g02590	"DUF1336 domain containing protein, expressed"
6	922216	925282	+	LOC_Os06g02600	"DAG protein, chloroplast precursor, putative, expressed"
6	925432	926153	-	LOC_Os06g02610	"folic acid binding protein, putative, expressed"
6	927338	932583	-	LOC_Os06g02620	"chaperone protein dnaJ, putative, expressed"
6	937166	940108	-	LOC_Os06g02640	"ripening-related protein precursor, putative, expressed"
6	952807	953277	+	LOC_Os06g02670	"expressed protein"
6	959781	962221	-	LOC_Os06g02680	"expressed protein"
6	963220	963905	-	LOC_Os06g02690	"expressed protein"
6	971745	974332	+	LOC_Os06g02710	"expressed protein"
6	978316	979809	-	LOC_Os06g02730	"aspartic proteinase nepenthesin-2 precursor, putative, expressed"
6	1003543	1006229	-	LOC_Os06g02760	"expressed protein"
6	1010096	1010680	+	LOC_Os06g02770	"expressed protein"
6	1011584	1014688	-	LOC_Os06g02780	"aspartic protease, putative, expressed"
6	1025098	1025965	-	LOC_Os06g02800	"expressed protein"
6	1028678	1029719	+	LOC_Os06g02810	"expressed protein"
6	1039979	1042719	+	LOC_Os06g02830	"expressed protein"
6	1044887	1045486	+	LOC_Os06g02840	"expressed protein"
6	1046029	1048726	-	LOC_Os06g02850	"expressed protein"
6	1051965	1052605	+	LOC_Os06g02860	"expressed protein"
6	1053170	1056078	-	LOC_Os06g02870	"expressed protein"
6	1063522	1066532	-	LOC_Os06g02900	"aspartic proteinase nepenthesin-2 precursor, putative, expressed"
6	1078047	1079053	-	LOC_Os06g02930	"expressed protein"
6	1079925	1080932	+	LOC_Os06g02940	"expressed protein"
6	1090058	1092625	+	LOC_Os06g02960	"expressed protein"
6	1095472	1096462	-	LOC_Os06g02980	"ATP synthase F1, epsilon subunit family protein, expressed"
6	1110266	1110748	-	LOC_Os06g03020	"expressed protein"
6	1112539	1113190	+	LOC_Os06g03030	"expressed protein"
6	1116675	1117331	-	LOC_Os06g03040	"expressed protein"
6	1125350	1127804	+	LOC_Os06g03050	"expressed protein"
6	1129061	1129741	-	LOC_Os06g03059	"expressed protein"
6	1132267	1132866	+	LOC_Os06g03070	"expressed protein"
6	1137134	1138970	+	LOC_Os06g03080	"aspartic protease, putative, expressed"
6	1142380	1143185	-	LOC_Os06g03090	"expressed protein"
6	1143665	1144634	-	LOC_Os06g03099	"expressed protein"
6	1145638	1146183	+	LOC_Os06g03110	"expressed protein"
6	1153606	1155128	+	LOC_Os06g03120	"aspartic proteinase nepenthesin-2 precursor, putative, expressed"
6	1172581	1175251	+	LOC_Os06g03150	"expressed protein"
6	1180021	1182415	+	LOC_Os06g03160	"expressed protein"
6	1187902	1191011	-	LOC_Os06g03165	"expressed protein"
6	1194478	1199548	+	LOC_Os06g03180	"expressed protein"
6	1206453	1208951	-	LOC_Os06g03200	"expressed protein"
6	1209961	1210451	+	LOC_Os06g03210	"expressed protein"
6	1218464	1219977	-	LOC_Os06g03220	"expressed protein"
6	1220784	1221326	+	LOC_Os06g03230	"hypothetical protein"
6	1223060	1223644	+	LOC_Os06g03240	"expressed protein"
6	1254270	1254638	-	LOC_Os06g03290	"conserved hypothetical protein"
6	1274170	1274692	+	LOC_Os06g03330	"hypothetical protein"
6	1289047	1291621	+	LOC_Os06g03380	"expressed protein"
6	1292193	1292906	+	LOC_Os06g03390	"expressed protein"
6	1341456	1344547	+	LOC_Os06g03486	"expressed protein"
6	1347280	1351183	-	LOC_Os06g03500	"NBS-LRR disease resistance protein, putative, expressed"
6	1354174	1359048	+	LOC_Os06g03514	"expressed protein"
6	1361364	1362509	+	LOC_Os06g03520	"DUF581 domain containing protein, expressed"
6	1362999	1367575	+	LOC_Os06g03530	"pentatricopeptide, putative, expressed"
6	1364906	1369008	-	LOC_Os06g03540	"oligopeptide transporter, putative, expressed"
6	1370306	1370863	+	LOC_Os06g03550	"hypothetical protein"
6	1371828	1375476	-	LOC_Os06g03560	"oligopeptide transporter, putative, expressed"
6	1377416	1379454	+	LOC_Os06g03570	"pentatricopeptide, putative, expressed"
6	1383618	1386322	+	LOC_Os06g03580	"zinc RING finger protein, putative, expressed"
6	1389013	1395804	-	LOC_Os06g03600	"transcriptional corepressor SEUSS, putative, expressed"
6	1397921	1400968	-	LOC_Os06g03610	"TKL_IRAK_CrRLK1L-1.13 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog, expressed"
6	1401861	1402151	+	LOC_Os06g03620	"expressed protein"
6	1405687	1406607	-	LOC_Os06g03630	"expressed protein"
6	1414221	1416618	+	LOC_Os06g03640	"BAG domain containing protein, expressed"
6	1421576	1421818	-	LOC_Os06g03650	"expressed protein"
6	1423797	1427678	+	LOC_Os06g03660	"peroxisomal biogenesis factor 11, putative, expressed"
6	1434731	1435857	+	LOC_Os06g03670	"dehydration-responsive element-binding protein, putative, expressed"
6	1438381	1445163	-	LOC_Os06g03676	"CAMK_CAMK_like.6 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
6	1445507	1448681	-	LOC_Os06g03682	"calcium-dependent protein kinase isoform AK1, putative, expressed"
6	1455368	1458725	+	LOC_Os06g03690	"RNA recognition motif containing protein, putative, expressed"
6	1459192	1464339	+	LOC_Os06g03700	"oligopeptide transporter, putative, expressed"
6	1465499	1468600	-	LOC_Os06g03710	"DELLA protein SLR1, putative, expressed"
6	1470865	1472141	+	LOC_Os06g03720	"ribonucleoside-diphosphate reductase small chain, putative, expressed"
6	1476239	1477236	+	LOC_Os06g03740	"folic acid binding protein, putative, expressed"
6	1478931	1485780	+	LOC_Os06g03750	"dehydration response related protein, putative, expressed"
6	1485905	1490634	-	LOC_Os06g03760	"LMBR1 integral membrane protein, putative, expressed"
6	1492883	1502597	-	LOC_Os06g03770	"ABC transporter, ATP-binding protein, putative, expressed"
6	1504211	1512122	+	LOC_Os06g03780	"NUC153 domain containing protein, expressed"
6	1512795	1516434	+	LOC_Os06g03790	"39S ribosomal protein L47, mitochondrial precursor, putative, expressed"
6	1520743	1526081	+	LOC_Os06g03800	"pollen ankyrin, putative, expressed"
6	1526536	1527625	-	LOC_Os06g03810	"expressed protein"
6	1530110	1531686	+	LOC_Os06g03820	"expressed protein"
6	1539028	1542212	+	LOC_Os06g03830	"retinol dehydrogenase, putative, expressed"
6	1544044	1546216	-	LOC_Os06g03840	"H-BTB4 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed"
6	1547059	1550642	-	LOC_Os06g03850	"impaired sucrose induction 1, putative, expressed"
6	1554861	1561163	+	LOC_Os06g03860	"uncharacterized membrane protein, putative, expressed"
6	1564910	1565191	-	LOC_Os06g03880	"expressed protein"
6	1565577	1566225	+	LOC_Os06g03890	"alpha-L-fucosidase 3 precursor, putative, expressed"
6	1572422	1574148	+	LOC_Os06g03900	"esterase precursor, putative, expressed"
6	1574484	1577176	-	LOC_Os06g03910	"hydrolase, NUDIX family, domain containing protein, expressed"
6	1580237	1581872	+	LOC_Os06g03920	"expressed protein"
6	1581991	1585822	-	LOC_Os06g03930	"cytochrome P450 86A1, putative, expressed"
6	1588473	1596159	+	LOC_Os06g03940	"spastin, putative, expressed"
6	1599328	1601780	-	LOC_Os06g03960	"expressed protein"
6	1605460	1612409	+	LOC_Os06g03970	"receptor-like protein kinase 5 precursor, putative, expressed"
6	1613664	1620183	-	LOC_Os06g03980	"expressed protein"
6	1629717	1633629	+	LOC_Os06g03990	"aminotransferase, classes I and II, domain containing protein, expressed"
6	1635096	1636029	+	LOC_Os06g04000	"peptidyl-prolyl cis-trans isomerase, putative, expressed"
6	1636524	1640883	-	LOC_Os06g04010	"GAGA-binding protein, putative, expressed"
6	1642214	1643800	-	LOC_Os06g04020	"histone H1, putative, expressed"
6	1645414	1646326	-	LOC_Os06g04030	"histone H3, putative, expressed"
6	1648595	1654300	+	LOC_Os06g04040	"WD domain, G-beta repeat domain containing protein, expressed"
6	1667929	1670634	+	LOC_Os06g04060	"expressed protein"
6	1674045	1677406	-	LOC_Os06g04070	"pyridoxal-dependent decarboxylase protein, putative, expressed"
6	1691885	1694140	+	LOC_Os06g04080	"glycosyl hydrolases family 17, putative, expressed"
6	1699371	1702859	-	LOC_Os06g04090	"no apical meristem protein, putative, expressed"
6	1723575	1725392	+	LOC_Os06g04120	"hypothetical protein"
6	1725313	1729996	-	LOC_Os06g04130	"lung seven transmembrane domain containing protein, putative, expressed"
6	1731813	1732565	-	LOC_Os06g04140	"expressed protein"
6	1733935	1735135	-	LOC_Os06g04150	"magnesium-protoporphyrin O-methyltransferase, putative, expressed"
6	1736249	1742581	-	LOC_Os06g04169	"hydrolase, alpha/beta fold family domain containing protein, expressed"
6	1754351	1760884	-	LOC_Os06g04190	"rad1, putative, expressed"
6	1761433	1762875	+	LOC_Os06g04195	"expressed protein"
6	1765622	1770656	+	LOC_Os06g04200	"starch synthase, putative, expressed"
6	1776869	1777165	+	LOC_Os06g04210	"expressed protein"
6	1780472	1781052	+	LOC_Os06g04220	"expressed protein"
6	1784311	1784827	+	LOC_Os06g04230	"expressed protein"
6	1785159	1785889	-	LOC_Os06g04240	"expressed protein"
6	1789836	1791394	+	LOC_Os06g04250	"phosphate-induced protein 1 conserved region domain containing protein, expressed"
6	1808766	1812362	-	LOC_Os06g04270	"transketolase, chloroplast precursor, putative, expressed"
6	1816175	1819804	+	LOC_Os06g04280	"3-phosphoshikimate 1-carboxyvinyltransferase, chloroplast precursor, putative, expressed"
6	1820084	1822078	-	LOC_Os06g04290	"S10/S20 domain containing ribosomal protein, putative, expressed"
6	1822766	1826383	-	LOC_Os06g04300	"tRNA 2-phosphotransferase 1, putative, expressed"
6	1828169	1831736	-	LOC_Os06g04310	"expressed protein"
6	1838557	1842840	-	LOC_Os06g04330	"expressed protein"
6	1844953	1848753	-	LOC_Os06g04340	"expressed protein"
6	1849923	1853898	-	LOC_Os06g04350	"expressed protein"
6	1856820	1861053	-	LOC_Os06g04360	"expressed protein"
6	1864515	1868211	+	LOC_Os06g04370	"expressed protein"
6	1872634	1875911	-	LOC_Os06g04380	"aminomethyltransferase, putative, expressed"
6	1876599	1880339	-	LOC_Os06g04390	"expressed protein"
6	1880536	1891125	+	LOC_Os06g04399	"hypersensitive-induced reaction protein 4, putative, expressed"
6	1891151	1892188	-	LOC_Os06g04410	"expressed protein"
6	1893929	1894306	-	LOC_Os06g04420	"lipoxygenase 4, putative"
6	1897433	1897852	+	LOC_Os06g04430	"expressed protein"
6	1899594	1900625	+	LOC_Os06g04440	"expressed protein"
6	1900862	1909008	-	LOC_Os06g04450	"Sec1 family transport protein, putative, expressed"
6	1909663	1913030	-	LOC_Os06g04460	"hypersensitive-induced response protein, putative, expressed"
6	1914141	1918055	-	LOC_Os06g04470	"expressed protein"
6	1922429	1923594	+	LOC_Os06g04480	"expressed protein"
6	1924873	1925298	+	LOC_Os06g04490	"expressed protein"
6	1927256	1930883	+	LOC_Os06g04500	"cornichon protein, putative, expressed"
6	1931296	1936380	-	LOC_Os06g04510	"enolase, putative, expressed"
6	1937857	1948678	+	LOC_Os06g04520	"expressed protein"
6	1949424	1953325	+	LOC_Os06g04530	"OsClp9 - Putative Clp protease homologue, expressed"
6	1962246	1963580	-	LOC_Os06g04540	"DNA binding protein, putative, expressed"
6	1968625	1971806	+	LOC_Os06g04550	"expressed protein"
6	1973529	1983163	-	LOC_Os06g04560	"kinesin motor domain containing protein, expressed"
6	1987291	1988386	+	LOC_Os06g04570	"expressed protein"
6	1990029	1993736	+	LOC_Os06g04580	"transcription factor TFIIF, putative, expressed"
6	2000167	2000569	+	LOC_Os06g04590	"OsSAUR24 - Auxin-responsive SAUR gene family member, expressed"
6	2000610	2009076	-	LOC_Os06g04600	"Brix domain containing protein, putative, expressed"
6	2009996	2015659	+	LOC_Os06g04610	"ribosome-binding factor A, chloroplast precursor, putative, expressed"
6	2017778	2019458	+	LOC_Os06g04620	"GDP-mannose 4,6 dehydratase 2, putative, expressed"
6	2021816	2022419	+	LOC_Os06g04630	"expressed protein"
6	2023357	2028656	+	LOC_Os06g04640	"bromodomain domain containing protein, expressed"
6	2028118	2030306	-	LOC_Os06g04650	"peptide methionine sulfoxide reductase, putative, expressed"
6	2030467	2034813	+	LOC_Os06g04660	"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed"
6	2036771	2037778	+	LOC_Os06g04670	"CAF1 family ribonuclease containing protein, putative, expressed"
6	2039302	2041427	-	LOC_Os06g04680	"expressed protein"
6	2043432	2048417	-	LOC_Os06g04690	"OsFBX184 - F-box domain containing protein, expressed"
6	2050318	2051708	+	LOC_Os06g04699	"expressed protein"
6	2057219	2062227	-	LOC_Os06g04710	"expressed protein"
6	2062555	2063049	-	LOC_Os06g04722	"expressed protein"
6	2064258	2065310	+	LOC_Os06g04734	"expressed protein"
6	2074050	2074481	+	LOC_Os06g04760	"expressed protein"
6	2084592	2087400	+	LOC_Os06g04780	"coiled-coil domain-containing protein 97, putative, expressed"
6	2088474	2091021	+	LOC_Os06g04790	"HAD superfamily phosphatase, putative, expressed"
6	2091205	2094691	-	LOC_Os06g04800	"peptidase, T1 family, putative, expressed"
6	2095566	2098813	-	LOC_Os06g04810	"leucine rich repeat protein, putative, expressed"
6	2100054	2105394	-	LOC_Os06g04820	"leucine carboxyl methyltransferase 1, putative, expressed"
6	2106719	2111720	-	LOC_Os06g04830	"leucine rich repeat protein, putative, expressed"
6	2112266	2116564	-	LOC_Os06g04840	"leucine rich repeat protein, putative, expressed"
6	2123398	2124787	+	LOC_Os06g04850	"homeobox associated leucine zipper, putative, expressed"
6	2136297	2136554	+	LOC_Os06g04860	"hypothetical protein"
6	2137450	2139101	+	LOC_Os06g04870	"homeobox associated leucine zipper, putative, expressed"
6	2140038	2146619	-	LOC_Os06g04880	"serine threonine kinase, putative, expressed"
6	2151771	2152625	-	LOC_Os06g04889	"expressed protein"
6	2154708	2156716	-	LOC_Os06g04900	"transporter family protein, putative, expressed"
6	2157495	2160576	-	LOC_Os06g04910	"hydrolase, NUDIX family protein, expressed"
6	2162622	2169683	-	LOC_Os06g04920	"zinc finger family protein, putative, expressed"
6	2170890	2173400	-	LOC_Os06g04930	"expressed protein"
6	2175882	2176926	-	LOC_Os06g04940	"early nodulin 93 ENOD93 protein, putative, expressed"
6	2180198	2181116	-	LOC_Os06g04950	"early nodulin 93 ENOD93 protein, putative, expressed"
6	2184983	2188337	-	LOC_Os06g04960	"expressed protein"
6	2189913	2194838	+	LOC_Os06g04970	"expressed protein"
6	2195353	2198373	+	LOC_Os06g04980	"OsFBX185 - F-box domain containing protein, expressed"
6	2199242	2200544	-	LOC_Os06g04990	"early nodulin 93 ENOD93 protein, putative, expressed"
6	2205577	2206534	-	LOC_Os06g05000	"early nodulin 93 ENOD93 protein, putative, expressed"
6	2208673	2209562	-	LOC_Os06g05010	"early nodulin 93 ENOD93 protein, putative, expressed"
6	2212543	2213563	-	LOC_Os06g05020	"early nodulin 93 ENOD93 protein, putative, expressed"
6	2229206	2233267	+	LOC_Os06g05050	"OsWAK61 - OsWAK receptor-like protein kinase, expressed"
6	2234119	2239162	-	LOC_Os06g05060	"ELF3 protein, putative, expressed"
6	2241346	2243212	-	LOC_Os06g05070	"protein kinase domain containing protein, expressed"
6	2243716	2246728	-	LOC_Os06g05080	"cytochrome c oxidase subunit 5B, mitochondrial precursor, putative, expressed"
6	2247852	2250860	+	LOC_Os06g05090	"methyltransferase domain containing protein, expressed"
6	2250559	2256639	-	LOC_Os06g05100	"transketolase, putative, expressed"
6	2256854	2261000	+	LOC_Os06g05110	"superoxide dismutase, chloroplast, putative, expressed"
6	2261651	2263976	-	LOC_Os06g05120	"expressed protein"
6	2274692	2279529	+	LOC_Os06g05130	"myristoyl-acyl carrier protein thioesterase, chloroplast precursor, putative, expressed"
6	2282572	2284863	+	LOC_Os06g05140	"pentatricopeptide, putative, expressed"
6	2285893	2286794	-	LOC_Os06g05150	"expressed protein"
6	2292595	2298805	-	LOC_Os06g05160	"sulfate transporter, putative, expressed"
6	2320805	2324286	-	LOC_Os06g05180	""
6	2329883	2334474	+	LOC_Os06g05190	"BRCA1 C Terminus domain containing protein, expressed"
6	2335680	2336297	-	LOC_Os06g05200	"zinc finger, C3HC4 type domain containing protein, expressed"
6	2336429	2338189	-	LOC_Os06g05209	"pectate lyase precursor, putative, expressed"
6	2340924	2342657	+	LOC_Os06g05220	"expressed protein"
6	2358308	2365540	-	LOC_Os06g05240	"zinc carboxypeptidase family protein, putative, expressed"
6	2366602	2372121	-	LOC_Os06g05250	"GTP-binding protein GUF1, putative, expressed"
6	2372992	2374946	+	LOC_Os06g05260	"pectate lyase precursor, putative, expressed"
6	2378129	2379273	+	LOC_Os06g05272	"pectate lyase precursor, putative, expressed"
6	2380595	2382937	+	LOC_Os06g05284	"transferase family protein, putative, expressed"
6	2384313	2386240	+	LOC_Os06g05300	"transferase family protein, putative, expressed"
6	2387398	2390052	+	LOC_Os06g05310	"transferase family protein, putative, expressed"
6	2394821	2396562	+	LOC_Os06g05320	"transferase family protein, putative, expressed"
6	2399691	2402590	-	LOC_Os06g05340	"AP2 domain containing protein, expressed"
6	2405409	2408752	+	LOC_Os06g05350	"whirly transcription factor domain containing protein, expressed"
6	2408803	2409432	-	LOC_Os06g05355	"expressed protein"
6	2410176	2418568	+	LOC_Os06g05359	"NBS-LRR disease resistance protein, putative, expressed"
6	2418701	2422485	+	LOC_Os06g05368	"expressed protein"
6	2429149	2433254	+	LOC_Os06g05380	"WRKY73, expressed"
6	2433393	2437377	-	LOC_Os06g05390	"expressed protein"
6	2437787	2439690	-	LOC_Os06g05400	"IscA-like iron-sulfur assembly protein, mitochondrial precursor, putative, expressed"
6	2441870	2442537	-	LOC_Os06g05410	"expressed protein"
6	2449089	2449823	-	LOC_Os06g05420	"expressed protein"
6	2450210	2451670	-	LOC_Os06g05424	"expressed protein"
6	2453457	2454046	-	LOC_Os06g05430	"expressed protein"
6	2457358	2458249	-	LOC_Os06g05440	"expressed protein"
